map_index,ne_can,mi_ne_can,mi_ma_can,mi_tot_can,ma_can,tot_ne_can,tot_ma_can,tot_can,mipctnecan,mipctmacan,totpctnecan,totpctmacan,ne_pl,mi_ne_pl,mi_ma_pl,mi_tot_pl,ma_pl,tot_ne_pl,tot_ma_pl,tot_pl,mipctnepl,mipctmapl,totpctnepl,totpctmapl,rdi_ne,rdi_ma,rdi_sum,year_,BEF canopy to planimeter canopy ratio,BEF canopy/summary RDI
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2014,,
2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.13,0.8
2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.11,1.7
2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.1,1.1
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.09,0.9
3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.09,1.7
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.09,1
8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.08,1
9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.08,2.5
16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.08,2.5
23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.06,1.3
24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.06,1.7
24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.06,1.7
25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.06,1.7
26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.06,2
27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.06,2
28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.05,2
29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.05,2.5
30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.05,1.4
31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.05,1.7
32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.05,1.4
33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.05,2.5
34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.04,2.5
35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.04,5
36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.04,5
37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.04,2
38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.04,2
39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.03,3.3
40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.03,2.5
41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2015,0.03,2.5
2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.03,2
2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.03,2.5
2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.03,3.3
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.02,5
3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.02,
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.02,5
8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.02,5
9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.02,10
16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.02,10
20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.13,2
23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.13,1.3
24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.12,2.2
24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.12,2.2
25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.1,2.2
26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.09,2.5
27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.09,2.5
28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.09,2.9
29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.08,2.5
30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.07,2.9
31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,3.3
32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,4
33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,4
34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,4
35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,4
36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,4
37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,5
38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.05,3.3
39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.04,4
40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.04,4
41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2016,0.04,4
7.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.7,-9999,-9999,-9999,-9999,-9999,-9999,0.05,1989,0.04,4
3.1,-9999,-9999,-9999,-9999,-9999,0.1,0,0.1,-9999,-9999,100,0,-9999,-9999,-9999,-9999,0,2,-9999,2,-9999,-9999,100,0,-9999,-9999,0.04,1990,0.03,6.7
3.2,-9999,-9999,-9999,-9999,-9999,0.1,0,0.1,-9999,-9999,100,0,-9999,-9999,-9999,-9999,0,1.1,-9999,1.1,-9999,-9999,100,0,-9999,-9999,0.11,1990,0.03,6.7
2.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.4,0,0,0,0,2.4,0,2.4,0,0,100,0,0,0,0.02,1991,0.03,6.7
4.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,5.5,0,0,0,0,5.5,0,5.5,0,0,100,0,0,0,0.02,1991,0.01,20
6.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.9,0,0,0,0,2.9,0,2.9,0,0,100,0,0,0,0.03,1991,0.21,1.5
8.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,4.3,0,0,0,0,4.3,0,4.3,0,0,100,0,0,0,0.00,1991,0.17,1.6
2.5,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,5.6,0,0,0,0,5.6,0,5.6,0,0,100,0,0.01,0,0.01,1994,0.16,2
5.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,5.6,0,0,0,0,5.6,0,5.6,0,0,100,0,0.01,0,0.01,1994,0.13,2.1
18.1,0,0,0,0,0.1,0,0.1,0.1,0,0,0,100,0,0,0,0,1.7,0,1.7,1.7,0,0,0,100,0,0.06,0.06,1994,0.12,3
2.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,0.8,0,0,0,0,0.8,0,0.8,0,0,100,0,0.12,0,0.12,1995,0.11,3
3.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.8,0,0,0,0,1.8,0,1.8,0,0,100,0,0.05,0,0.05,1995,0.1,3.3
5.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1,0,0,0,0,1,0,1,0,0,100,0,0.1,0,0.09,1995,0.1,3.3
6.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,4.1,0,0,0,0,4.1,0,4.1,0,0,100,0,0.02,0,0.02,1995,0.1,3.3
5.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.2,0,0,0,0,2.2,0,2.2,0,0,100,0,0.07,0,0.07,1996,0.09,3.8
6.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,5.5,0,0,0,0,5.5,0,5.5,0,0,100,0,0.02,0,0.02,1996,0.09,3
8.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.3,0,0,0,0,1.3,0,1.3,0,0,100,0,0.04,0,0.04,1996,0.08,3.8
5.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.2,0,0,0,0,1.2,0,1.2,0,0,100,0,0.1,0,0.10,1997,0.08,3.8
8.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,3,0,0,0,0,3,0,3,0,0,100,0,0.04,0,0.04,1997,0.06,5
23.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,0.9,0,0,0,0,0.9,0,0.9,0,0,100,0,0.06,0,0.06,1997,0.06,6
2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,205,0,0,0,0,2.5,0,2.5,0,0,100,0,0.02,0,0.02,1998,0.06,6
9.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.3,0,0,0,0,2.3,0,2.3,0,0,100,0,0.04,0,0.04,1998,0.05,6
20.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.3,0,0,0,0,1.3,0,1.3,0,0,100,0,0.04,0,0.04,1998,0.05,6
23.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.9,0,0,0,0,1.9,0,1.9,0,0,100,0,0.05,0,0.05,1998,0.04,7.5
2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.7,0,0,0,0,2.7,0,2.7,0,0,100,0,0.05,0,0.05,1999,0.04,7.5
2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,3.9,0,0,0,0,3.9,0,3.9,0,0,100,0,0.03,0,0.03,2000,0.03,10
2.3,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.7,0,0,0,0,1.7,0,1.7,0,0,100,0,0.05,0,0.05,2000,0.18,2
3.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.9,0,0,0,0,2.9,0,2.9,0,0,100,0,0.04,0,0.04,2000,0.16,2.7
8.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2,0,0,0,0,2,0,2,0,0,100,0,0.07,0,0.07,2000,0.13,3.3
2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2.2,0,0,0,0,2.2,0,2.2,0,0,100,0,0.04,0,0.04,2001,0.1,4
3.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.1,0,0,0,0,1.1,0,1.1,0,0,100,0,0.06,0,0.06,2001,0.1,4
4.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.6,0,0,0,0,1.6,0,1.6,0,0,100,0,0.06,0,0.06,2003,0.09,5
2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,3,0,0,0,0,3,0,3,0,0,100,0,0.05,0,0.05,2005,0.09,4.4
8.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.1,0,0,0,0,1.1,0,1.1,0,0,100,0,0.1,0,0.10,2007,0.07,6.7
2.1,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,3,0,0,0,0,3,0,3,0,0,100,0,0.04,0,0.04,2008,0.07,5.7
9.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,2,0,0,0,0,2,0,2,0,0,100,0,0.06,0,0.06,2008,0.06,6.7
2.3,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.6,0,0,0,0,1.6,0,1.6,0,0,100,0,0.06,0,0.06,2013,0.06,6.7
2.3,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.6,0,0,0,0,1.6,0,1.6,0,0,100,0,0.08,0,0.08,2014,0.05,8
7.2,0.1,0,0,0,0,0.1,0,0.1,0,0,100,0,1.7,0,0,0,0,1.7,0,1.7,0,0,100,0,0.08,0,0.08,2015,0.03,13.3
6.2,-9999,-9999,-9999,-9999,-9999,0.2,0,0.2,-9999,-9999,100,0,-9999,-9999,-9999,-9999,0,3.7,-9999,3.7,-9999,-9999,100,0,-9999,-9999,0.06,1990,0.28,1.9
20.2,-9999,-9999,-9999,-9999,-9999,0.2,0,0.2,-9999,-9999,100,0,-9999,-9999,-9999,-9999,0,2.2,-9999,2.2,-9999,-9999,100,0,-9999,-9999,0.08,1990,0.28,1.9
16.1,0,0,0,0,0.2,0,0.2,0.2,0,0,0,100,0,0,0,0,2.6,0,2.6,2.6,0,0,0,100,0,0.1,0.08,1991,0.26,2.1
20.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,2.3,0,0,0,0,2.3,0,2.3,0,0,100,0,0.1,0,0.08,1991,0.13,3.8
4.3,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,5.9,0,0,0,0,5.9,0,5.9,0,0,100,0,0.03,0,0.03,1994,0.11,4.5
5.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,1.7,0,0,0,0,1.7,0,1.7,0,0,100,0,0.1,0,0.09,1994,0.08,5.6
20.1,0,0,0,0,0.2,0,0.2,0.2,0,0,0,100,0,0,0,0,1.6,0,1.6,1.6,0,0,0,100,0,0.1,0.10,1994,0.08,6.3
2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,2.8,0,0,0,0,2.8,0,2.8,0,0,100,0,0.07,0,0.07,1995,0.08,7.1
4.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.6,0,0,0,0,4.6,0,4.6,0,0,100,0,0.05,0,0.05,1995,0.08,6.3
4.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,6.5,0,0,0,0,6.5,0,6.5,0,0,100,0,0.03,0,0.03,1996,0.07,6.3
2.3,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,1.6,0,0,0,0,1.6,0,1.6,0,0,100,0,0.15,0,0.15,1997,0.07,6.3
4.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,8,0,0,0,0,8,0,8,0,0,100,0,0.03,0,0.03,1997,0.05,10
8.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.5,0,0,0,0,4.5,0,4.5,0,0,100,0,0.05,0,0.05,1998,0.03,16.7
20.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.5,0,0,0,0,4.5,0,4.5,0,0,100,0,0.05,0,0.05,1998,0.27,2.1
5.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,2.3,0,0,0,0,2.3,0,2.3,0,0,100,0,0.07,0,0.07,1999,0.21,3
23.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,18.8,0,0,0,0,18.8,0,18.8,0,0,100,0,0.01,0,0.01,1999,0.18,3.2
2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.7,0,0,0,0,4.7,0,4.7,0,0,100,0,0.05,0,0.05,2002,0.18,3.3
3.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,3.7,0,0,0,0,3.7,0,3.7,0,0,100,0,0.05,0,0.05,2002,0.15,4.3
3.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,3.8,0,0,0,0,3.8,0,3.8,0,0,100,0,0.05,0,0.05,2003,0.14,4.3
2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4,0,0,0,0,4,0,4,0,0,100,0,0.05,0,0.05,2004,0.11,5.5
2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.2,0,0,0,0,4.2,0,4.2,0,0,100,0,0.05,0,0.05,2006,0.09,6.7
2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.3,0,0,0,0,4.3,0,4.3,0,0,100,0,0.04,0,0.04,2007,0.09,6.7
2.5,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,3.7,0,0,0,0,3.7,0,3.7,0,0,100,0,0.05,0,0.05,2007,0.08,7.5
8.2,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,4.4,0,0,0,0,4.4,0,4.4,0,0,100,0,0.06,0,0.06,2008,0.07,8.6
2.5,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,2.1,0,0,0,0,2.1,0,2.1,0,0,100,0,0.09,0,0.09,2009,0.06,10
2.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,1.7,0,0,0,0,1.7,0,1.7,0,0,100,0,0.09,0,0.09,2013,0.06,10
20.1,0.2,0,0,0,0,0.2,0,0.2,0,0,100,0,3,0,0,0,0,3,0,3,0,0,100,0,0.08,0,0.08,2015,0.05,12
5.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.4,-9999,-9999,-9999,-9999,-9999,-9999,0.14,1989,0.05,12
4.3,-9999,-9999,-9999,-9999,-9999,0.3,0,0.3,-9999,-9999,100,0,-9999,-9999,-9999,-9999,0,2.9,-9999,2.9,-9999,-9999,100,0,-9999,-9999,0.09,1990,0.05,12
4.3,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,8,0,0,0,0,8,0,8,0,0,100,0,0,0,0.04,1991,0.04,15
20.2,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,3.6,0,0,0,0,3.6,0,3.6,0,0,100,0,0.1,0,0.08,1991,0.17,4.4
23.1,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,3.2,0,0,0,0,3.2,0,3.2,0,0,100,0,0.1,0,0.08,1991,0.16,4.4
2.1,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,2.6,0,0,0,0,2.6,0,2.6,0,0,100,0,0.1,0,0.10,1992,0.13,5.4
2.5,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5,0,0,0,0,5,0,5,0,0,100,0,0.06,0,0.06,1995,0.11,6.4
5.1,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5.7,0,0,0,0,5.7,0,5.7,0,0,100,0,0.05,0,0.05,1995,0.08,8.8
20.1,0.2,0,0,0,0.1,0.2,0.1,0.3,0,0,70,30,4.9,0,0,0,1.3,4.9,1.3,6.2,0,0,79,21,0.05,0.08,0.05,1996,0.08,8.8
4.3,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,10.4,0,0,0,0,10.4,0,10.4,0,0,100,0,0.03,0,0.03,1997,0.07,10
6.2,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,7.9,0,0,0,0,7.9,0,7.9,0,0,100,0,0.04,0,0.04,1997,0.07,10
22.1,0,0,0,0,0.3,0,0.3,0.3,0,0,0,100,0,0,0,0,2.8,0,2.8,2.8,0,0,0,100,0,0.1,0.10,1997,0.07,11.7
20.1,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,3.2,0,0,0,0,3.2,0,3.2,0,0,100,0,0.1,0,0.10,1999,0.04,17.5
2.3,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,1.9,0,0,0,0,1.9,0,1.9,0,0,100,0,0.15,0,0.15,2001,0.03,23.3
2.3,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,1.4,0,0,0,0,1.4,0,1.4,0,0,100,0,0.2,0,0.20,2002,0.17,5
2.3,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,1.8,0,0,0,0,1.8,0,1.8,0,0,100,0,0.19,0,0.19,2003,0.12,6.7
4.3,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,2.9,0,0,0,0,2.9,0,2.9,0,0,100,0,0.09,0,0.09,2003,0.1,8
2.5,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5.4,0,0,0,0,5.4,0,5.4,0,0,100,0,0.05,0,0.05,2004,0.09,10
8.2,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,3,0,0,0,0,3,0,3,0,0,100,0,0.09,0,0.09,2006,0.07,11.4
6.2,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,5.2,0,0,0,0,5.2,0,5.2,0,0,100,0,0.05,0,0.05,2012,0.06,13.3
9.2,0.3,0,0,0,0,0.3,0,0.3,0,0,100,0,3.7,0,0,0,0,3.7,0,3.7,0,0,100,0,0.08,0,0.08,2012,0.05,16
5.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.6,-9999,-9999,-9999,-9999,-9999,-9999,0.09,1989,0.15,6
6.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.2,-9999,-9999,-9999,-9999,-9999,-9999,0.06,1989,0.13,6.9
