"year","grand.mean","SE","q025","q05","q25","q75","q95","q975","complex"
2019,0.0136870621458103,0.00889571819529734,0,0,0.00698104173494313,0.0196519410575175,0.0291022969707722,0.0323011490074947,"SEPI"
2021,0.854889336543512,0.485345877180333,0.0660156362555307,0.0997514401651444,0.492132320899194,1.18299991855474,1.69091292404785,1.85894654847213,"SEPI"
2022,0,0,0,0,0,0,0,0,"SEPI"
2023,0.239196233409118,0.0653270565428237,0.112597976493065,0.131980448704837,0.195033623577239,0.2828597981337,0.347423999649516,0.369384219795586,"SEPI"
2024,0.791259426452381,0.417037231538906,0.103298722335118,0.143800450617078,0.487657397558389,1.06095175505304,1.50745945484009,1.66904998462581,"SEPI"
2025,0.748144667704986,0.143346579904591,0.46509688266468,0.512081217238005,0.652048897512028,0.843926932561142,0.983065693027332,1.0288682292577,"SEPI"
2016,0.197585960003286,0.0750292610289342,0.0599069269683506,0.0765967289495713,0.145046537226449,0.246510549242752,0.32438647589147,0.351918575735572,"SEMY"
2017,0,0,0,0,0,0,0,0,"SEMY"
2018,0,0,0,0,0,0,0,0,"SEMY"
2019,0.128159036118074,0.0834857214294438,0,0,0.0652364034213471,0.183694471632441,0.272658162478496,0.302660257160483,"SEMY"
2021,0.347573789775232,0.215775682202971,0,0,0.189075574199603,0.489420766517984,0.719821291018781,0.79770047811202,"SEMY"
2022,0,0,0,0,0,0,0,0,"SEMY"
2023,0.797073029385126,0.174022587803712,0.450733414400867,0.513240834662333,0.683699308417296,0.910471347630489,1.08244559907977,1.14205992604825,"SEMY"
2024,0,0,0,0,0,0,0,0,"SEMY"
2025,1.17315753219678,0.27884520775328,0.625732985821027,0.718247161210061,0.989194105488519,1.35730967576194,1.63063662001531,1.72275262218304,"SEMY"
2016,0,0,0,0,0,0,0,0,"SENE"
2017,0,0,0,0,0,0,0,0,"SENE"
2018,0,0,0,0,0,0,0,0,"SENE"
2019,0,0,0,0,0,0,0,0,"SENE"
2021,0,0,0,0,0,0,0,0,"SENE"
2022,0,0,0,0,0,0,0,0,"SENE"
2023,0,0,0,0,0,0,0,0,"SENE"
2024,0.01512264506177,0.00976898905634408,0,0,0.00778714000797185,0.0217528513424343,0.0319890600454912,0.0354330717194711,"SENE"
2025,0,0,0,0,0,0,0,0,"SENE"
